movie_title,content_rating
The Land Before Time,G
The Land Girls,R
The Last Airbender,PG
The Last Big Thing,R
The Last Castle,R
The Last Days on Mars,R
The Last Dragon,PG-13
The Last Emperor,PG-13
The Last Exorcism,PG-13
The Last Exorcism Part II,PG-13
The Last Five Years,PG-13
The Last Godfather,PG-13
The Last House on the Left,R
The Last King of Scotland,R
The Last Legion,PG-13
The Last Samurai,R
The Last Shot,R
The Last Sin Eater,PG-13
The Last Song,PG
The Last Stand,R
The Last Station,R
The Last Temptation of Christ,R
The Last Time I Committed Suicide,R
The Last Waltz,PG
The Last Witch Hunter,PG-13
The Last of the Mohicans,R
The Lawnmower Man,R
The Lazarus Effect,PG-13
The League of Extraordinary Gentlemen,PG-13
The Legend of Bagger Vance,PG-13
The Legend of Drunken Master,R
The Legend of God's Gun,R
The Legend of Hell's Gate: An American Conspiracy,PG-13
The Legend of Hercules,PG-13
The Legend of Suriyothai,R
The Legend of Tarzan,PG-13
The Legend of Zorro,PG
The Legend of the Lone Ranger,PG
The Lego Movie,PG
The Libertine,R
The Life Aquatic with Steve Zissou,R
The Life Before Her Eyes,R
The Life of David Gale,R
The Limey,R
The Lincoln Lawyer,R
The Lion King,G
The Lion of Judah,PG
The Little Prince,PG
The Little Vampire,PG
The Lives of Others,R
The Living Daylights,PG
The Living Wake,PG-13
The Lizzie McGuire Movie,PG
The Lone Ranger,PG-13
The Long Kiss Goodnight,R
The Long Riders,R
The Longest Day,G
The Longest Ride,PG-13
The Longest Yard,PG-13
The Longshots,PG
The Lord of the Rings: The Fellowship of the Ring,PG-13
The Lord of the Rings: The Return of the King,PG-13
The Lord of the Rings: The Two Towers,PG-13
The Lords of Salem,R
The Losers,PG-13
The Loss of Sexual Innocence,R
The Lost Boys,R
The Lost City,R
The Lost Medallion: The Adventures of Billy Stone,PG
The Lost Skeleton of Cadavra,PG
The Lost Weekend,Not Rated
The Lost World: Jurassic Park,PG-13
The Love Guru,PG-13
The Love Letter,Unrated
The Loved Ones,R
The Lovely Bones,PG-13
The Lovers,R
The Lucky One,PG-13
The Lucky Ones,R
The Lunchbox,PG
The Machinist,R
The Magic Sword: Quest for Camelot,G
The Majestic,PG
The Man,PG-13
The Man Who Knew Too Little,PG
The Man Who Shot Liberty Valance,Approved
The Man from Earth,Not Rated
The Man from Snowy River,PG
The Man from U.N.C.L.E.,PG-13
The Man in the Iron Mask,PG-13
The Man with the Golden Gun,PG
The Man with the Iron Fists,R
The Manchurian Candidate,R
The Marine,PG-13
The Marine 4: Moving Target,R
The Martian,PG-13
The Mask,PG-13
The Mask of Zorro,PG-13
The Masked Saint,PG-13
The Master,R
The Master of Disguise,PG
The Matador,R
The Matrix,R
The Matrix Reloaded,R
The Matrix Revolutions,R
The Maze Runner,PG-13
The Mechanic,R
The Medallion,PG-13
The Men Who Stare at Goats,R
The Merchant of Venice,R
The Messenger,R
The Messenger: The Story of Joan of Arc,R
The Mexican,R
The Midnight Meat Train,R
The Mighty,PG-13
The Mighty Ducks,PG
The Mighty Macs,G
The Mirror Has Two Faces,PG-13
The Misfits,Approved
The Mist,R
The Molly Maguires,PG
The Mongol King,PG-13
The Monuments Men,PG-13
The Mortal Instruments: City of Bones,PG-13
The Mothman Prophecies,PG-13
The Mudge Boy,R
The Mummy Returns,PG-13
The Mummy: Tomb of the Dragon Emperor,PG-13
The Muppet Christmas Carol,G
The Muppet Movie,G
The Muppets,PG
The Muse,PG-13
The Musketeer,PG-13
The Naked Gun 2½: The Smell of Fear,PG-13
The Names of Love,R
The Namesake,PG-13
The Nativity Story,PG
The Negotiator,R
The Neon Demon,R
The Net,PG-13
The NeverEnding Story,PG
The New Guy,PG-13
The New World,PG-13
The Newton Boys,PG-13
The Next Best Thing,PG-13
The Next Three Days,PG-13
The Night Listener,R
The Night Visitor,GP
The Ninth Gate,R
The Notebook,PG-13
The November Man,R
The Number 23,R
The Nun's Story,Not Rated
The Nut Job,PG
The Nutcracker,G
The Nutcracker in 3D,PG
The Nutty Professor,PG-13
The O.C.,TV-PG
The Object of My Affection,R
The Odd Life of Timothy Green,PG
The Oh in Ohio,R
The Omega Code,PG-13
The Omen,R
The One,PG-13
The Oogieloves in the Big Balloon Adventure,G
The Open Road,PG-13
The Order,R
The Original Kings of Comedy,R
The Orphanage,R
The Other Boleyn Girl,PG-13
The Other Dream Team,Not Rated
The Other End of the Line,PG-13
The Other Guys,PG-13
The Other Side of Heaven,PG
The Other Woman,PG-13
The Others,PG-13
The Out-of-Towners,PG-13
The Outsiders,PG-13
The Oxford Murders,R
The Pacifier,PG
The Painted Veil,PG-13
The Pallbearer,PG-13
The Passion of the Christ,R
The Past is a Grotesque Animal,Unrated
The Patriot,R
The Peacemaker,R
The Peanuts Movie,G
The Pelican Brief,PG-13
The Perez Family,R
The Perfect Game,PG
The Perfect Host,R
The Perfect Man,PG
The Perfect Match,R
The Perfect Storm,PG-13
The Perfect Wave,PG
The Perks of Being a Wallflower,PG-13
The Phantom,PG
The Phantom of the Opera,PG-13
The Pianist,R
The Piano,R
The Pink Panther,PG
The Pirate,Approved
The Pirates Who Don't Do Anything: A VeggieTales Movie,G
The Pirates! Band of Misfits,PG
The Place Beyond the Pines,R
The Player,TV-14
The Players Club,R
The Pledge,R
The Poker House,R
The Polar Express,G
The Possession,PG-13
The Postman,R
The Postman Always Rings Twice,R
The Powerpuff Girls,TV-Y7
The Prestige,PG-13
The Prince,R
The Prince and Me,PG
The Prince of Egypt,PG
The Prince of Tides,R
The Princess Bride,PG
The Princess Diaries,G
The Princess Diaries 2: Royal Engagement,G
The Princess and the Cobbler,G
The Princess and the Frog,G
The Prisoner of Zenda,Approved
The Producers,PG-13
The Promise,PG-13
The Prophecy,R
The Proposal,PG-13
The Proposition,R
The Protector,R
The Puffy Chair,R
The Punisher,R
The Purge,R
The Purge: Anarchy,R
The Purge: Election Year,R
The Pursuit of D.B. Cooper,PG
The Pursuit of Happyness,PG-13
The Queen,PG-13
The Quick and the Dead,R
The Quiet,R
The Quiet American,R
The R.M.,PG
The Rage: Carrie 2,R
The Raid: Redemption,R
The Railway Man,R
The Rainmaker,PG-13
The Raven,R
The Reader,R
The Real Cancun,R
The Reaping,R
The Red Violin,R
The Reef,R
The Relic,R
The Remains of the Day,PG
The Replacement Killers,R
The Replacements,PG-13
The Return,Unrated
The Return of the Living Dead,R
The Return of the Pink Panther,G
The Returned,TV-MA
The Revenant,R
The Ridiculous 6,TV-14
The Right Stuff,PG
The Ring Two,PG-13
The Rise of the Krays,R
The Rite,PG-13
The River Wild,PG-13
The Road,R
The Road to El Dorado,PG
The Robe,Unrated
The Rock,R
The Rocker,PG-13
The Rocket: The Legend of Rocket Richard,PG
The Rookie,G
The Roommate,PG-13
The Rose,R
The Royal Tenenbaums,R
The Rugrats Movie,G
The Ruins,R
The Rules of Attraction,R
The Runaways,R
The Rundown,PG-13
The Running Man,R
The Saint,PG-13
The Salon,PG-13
The Salton Sea,R
The Santa Clause,PG
The Santa Clause 2,G
The Savages,R
The Scarlet Letter,R
The Scorch Trials,PG-13
The Score,R
The Scorpion King,PG-13
The Sea Inside,PG-13
The Second Best Exotic Marigold Hotel,PG
The Second Mother,R
The Secret Life of Bees,PG-13
The Secret Life of Pets,PG
The Secret Life of Walter Mitty,PG
The Secret in Their Eyes,R
The Secret of Kells,Not Rated
The Sentinel,PG-13
The Sessions,R
The Shadow,PG-13
The Shaggy Dog,PG
The Shallows,PG-13
The Shawshank Redemption,R
The Shining,R
The Shipping News,R
The Siege,R
The Signal,PG-13
The Silence of the Lambs,R
The Simpsons Movie,PG-13
The Singing Detective,R
The Singles Ward,PG
The Sisterhood of Night,PG-13
The Sisterhood of the Traveling Pants,PG
The Sisterhood of the Traveling Pants 2,PG-13
The Sitter,R
The Sixth Sense,PG-13
The Skeleton Key,PG-13
The Skeleton Twins,R
The Skulls,PG-13
The Slaughter Rule,R
The Sleepwalker,Not Rated
The Smurfs,PG
The Smurfs 2,PG
The Social Network,PG-13
The Soloist,PG-13
The Son of No One,R
The Sorcerer's Apprentice,PG
The Sound and the Shadow,R
The Sound of Music,G
The Spanish Prisoner,PG
The Specialist,R
The Specials,R
The Spectacular Now,R
The Spiderwick Chronicles,PG
The Spirit,PG-13
The SpongeBob Movie: Sponge Out of Water,PG
The SpongeBob SquarePants Movie,PG
The Spy Next Door,PG
The Spy Who Loved Me,PG
The Square,Not Rated
The Squid and the Whale,R
The Statement,R
The Station Agent,R
The Stepfather,PG-13
The Stepford Wives,PG-13
The Stewardesses,X
The Sting,PG
The Story of Us,R
The Straight Story,G
The Sum of All Fears,PG-13
The Sweeney,R
The Sweet Hereafter,R
The Sweetest Thing,R
The Switch,PG-13
The Tailor of Panama,R
The Taking of Pelham 1 2 3,R
The Tale of Despereaux,G
The Talented Mr. Ripley,R
The Tempest,PG-13
The Ten,R
The Terminal,PG-13
The Terminator,R
The Texas Chain Saw Massacre,R
The Texas Chainsaw Massacre 2,X
The Texas Chainsaw Massacre: The Beginning,R
The Theory of Everything,PG-13
The Thin Red Line,R
The Thing,R
The Thirteenth Floor,R
The Thomas Crown Affair,R
The Three Musketeers,PG-13
The Three Stooges,PG
The Tigger Movie,G
The Time Machine,PG-13
The Time Traveler's Wife,PG-13
The To Do List,R
The Torture Chamber of Dr. Sadism,M
The Tourist,PG-13
The Town,R
The Toxic Avenger,Unrated
The Toxic Avenger Part II,R
The Train,Unrated
The Transporter,PG-13
The Transporter Refueled,PG-13
The Tree of Life,PG-13
The Trials of Darryl Hunt,PG-13
The Triplets of Belleville,PG-13
The Trouble with Harry,Approved
The True Story of Puss'N Boots,G
The Truman Show,PG
The Tuxedo,PG-13
The Twilight Saga: Breaking Dawn - Part 2,PG-13
The Twilight Saga: Eclipse,PG-13
The Twilight Saga: New Moon,PG-13
The Ugly Truth,R
The Ultimate Gift,PG
The Unborn,PG-13
The Untouchables,R
The Upside of Anger,R
The Usual Suspects,R
The Valley of Decision,Passed
The Vatican Exorcisms,R
The Vatican Tapes,PG-13
The Veil,R
The Velocity of Gary,R
The Verdict,R
The Village,PG-13
The Virgin Suicides,R
The Virginity Hit,R
The Visit,PG-13
The Visual Bible: The Gospel of John,PG-13
The Vow,PG-13
The Wackness,R
The Wailing,Not Rated
The Walk,PG
The Walking Deceased,R
The Warlords,R
The Warrior's Way,R
The Wash,R
The Watch,R
The Watcher,R
The Water Diviner,R
The Waterboy,PG-13
The Way Way Back,PG-13
The Way of the Gun,R
The Weather Man,R
The Wedding Date,PG-13
The Wedding Planner,PG-13
The Wendell Baker Story,PG-13
The White Countess,PG-13
The White Ribbon,R
The Whole Nine Yards,R
The Whole Ten Yards,PG-13
The Wicked Lady,R
The Wicked Within,R
The Widow of Saint-Pierre,R
The Wild Bunch,R
The Wild Thornberrys Movie,PG
The Wind That Shakes the Barley,Not Rated
The Witch,R
The Wiz,G
The Wizard of Oz,Passed
The Wolf of Wall Street,R
The Wolfman,R
The Wolverine,PG-13
The Woman in Black,PG-13
The Women,PG-13
The Wood,R
The Words,PG-13
The Work and the Glory,PG
The Work and the Glory II: American Zion,PG-13
The World Is Not Enough,PG-13
The World's End,R
The World's Fastest Indian,PG-13
The Wraith,R
The Wrestler,R
The X Files,PG-13
The X Files: I Want to Believe,PG-13
The Yards,R
The Yellow Handkerchief,PG-13
The Young Messiah,PG-13
The Young Unknowns,R
The Young Victoria,PG
The Young and Prodigious T.S. Spivet,PG
There Be Dragons,PG-13
There Goes My Baby,R
There Will Be Blood,R
There's Something About Mary,R
They,PG-13
They Came Together,R
They Live,R
Things We Lost in the Fire,R
Things to Do in Denver When You're Dead,R
Think Like a Man,PG-13
Think Like a Man Too,PG-13
Thinner,R
Thir13en Ghosts,R
Thirteen,R
Thirteen Conversations About One Thing,R
Thirteen Days,PG-13
This Christmas,PG-13
This Is 40,R
This Is England,Unrated
This Is It,PG
This Is Martin Bonner,R
This Is Where I Leave You,R
This Is the End,R
This Means War,PG-13
This Thing of Ours,Not Rated
Thomas and the Magic Railroad,G
Thor,PG-13
Thor: The Dark World,PG-13
Thr3e,PG-13
Three Burials,R
Three Kingdoms: Resurrection of the Dragon,R
Three Kings,R
Three to Tango,PG-13
Thumbsucker,R
Thunderball,Approved
Thunderbirds,PG
Tidal Wave,R
Tiger Orange,Unrated
Tim and Eric's Billion Dollar Movie,R
Timber Falls,R
Time Bandits,PG
Time Changer,PG
Timecop,R
Timecrimes,R
Timeline,PG-13
Tin Cup,R
Tinker Tailor Soldier Spy,R
Tiny Furniture,Not Rated
Titan A.E.,PG
Titanic,PG-13
To Die For,R
To Kill a Mockingbird,Not Rated
To Rome with Love,R
To Save a Life,PG-13
Tom Jones,Unrated
Tombstone,R
Tomcats,R
Tomorrow Never Dies,PG-13
Tomorrowland,PG
Tootsie,PG
Top Cat Begins,PG
Top Five,R
Top Gun,PG
Top Hat,Approved
Topaz,M
Topsy-Turvy,R
Tora! Tora! Tora!,G
Torn Curtain,Approved
Torque,PG-13
Total Recall,R
Touching the Void,R
Tower Heist,PG-13
Town & Country,R
Toy Story,G
Toy Story 2,G
Toy Story 3,G
Tracker,R
Trade,R
Trade of Innocents,PG-13
Trading Places,R
Traffic,R
Train,R
Training Day,R
Trainspotting,R
Trainwreck,R
Trance,R
Transamerica,R
Transcendence,PG-13
Transformers,PG-13
Transformers: Age of Extinction,PG-13
Transformers: Dark of the Moon,PG-13
Transformers: Revenge of the Fallen,PG-13
Transporter 2,PG-13
Transsiberian,R
Trapeze,Approved
Trash,R
Treasure Planet,PG
Trees Lounge,R
Trekkies,PG
Tremors,PG-13
Triangle,R
Triple 9,R
Trippin',R
Tristram Shandy: A Cock and Bull Story,R
Trollhunter,PG-13
Troop Beverly Hills,PG
Tropic Thunder,R
Trouble with the Curve,PG-13
Troy,R
Trucker,R
True Grit,PG-13
True Lies,R
True Romance,R
Trust,R
Trust the Man,R
Truth or Die,Not Rated
Tsotsi,R
Tuck Everlasting,PG
Tucker and Dale vs Evil,R
Tumbleweeds,PG-13
Tupac: Resurrection,R
Turbo,PG
Turbulence,R
Tusk,R
Twilight,PG-13
Twilight Zone: The Movie,PG
Twin Falls Idaho,R
Twins,PG
Twister,PG-13
Twixt,R
Two Brothers,PG
Two Can Play That Game,R
Two Evil Eyes,R
Two Girls and a Guy,R
Two Lovers,R
Two Weeks Notice,PG-13
Tycoon,Approved
U-571,PG-13
U2 3D,G
UHF,PG-13
Ulee's Gold,R
"Ultramarines: A Warhammer 40,000 Movie",R
Ultraviolet,PG-13
UnDivided,PG
Unaccompanied Minors,PG
Unbreakable,PG-13
Unbroken,PG-13
Under Siege 2: Dark Territory,R
Under the Rainbow,PG
Under the Same Moon,PG-13
Under the Skin,R
Under the Tuscan Sun,PG-13
Underclassman,PG-13
Undercover Brother,PG-13
Underdogs,PG
Underworld,R
Underworld: Awakening,R
Underworld: Evolution,R
Underworld: Rise of the Lycans,R
Undiscovered,PG-13
Undisputed,R
Unfaithful,R
Unfinished Business,R
Unforgiven,R
Unfriended,R
United 93,R
United Passions,Not Rated
Universal Soldier: The Return,R
Unknown,PG-13
Unleashed,R
Unnatural,R
Unstoppable,PG-13
Unsullied,R
Untraceable,R
Up,PG
Up Close & Personal,PG-13
Up in the Air,R
Urban Legend,R
Urban Legends: Final Cut,R
Urbania,R
V for Vendetta,R
Vacation,R
Valentine,R
Valentine's Day,PG-13
Valiant,G
Valkyrie,PG-13
Vampire Killers,R
Vampire in Brooklyn,R
Vampires,R
Vampires Suck,PG-13
Vamps,PG-13
Van Wilder: Party Liaison,R
Vanilla Sky,R
Vanity Fair,PG-13
Vantage Point,PG-13
Varsity Blues,R
Velvet Goldmine,R
Vera Drake,R
Veronica Guerin,R
Veronica Mars,TV-14
Veronika Decides to Die,R
Vertical Limit,PG-13
Very Bad Things,R
Vicky Cristina Barcelona,PG-13
Victor Frankenstein,PG-13
Videodrome,R
Virgin Territory,R
Virtuosity,R
Volcano,PG-13
Volver,R
W.,PG-13
WALL·E,G
Wag the Dog,R
Wah-Wah,R
Waiting for Guffman,R
Waiting...,R
Waitress,PG-13
Waking Ned Devine,PG
Wal-Mart: The High Cost of Low Price,Not Rated
Walk Hard: The Dewey Cox Story,R
Walk the Line,PG-13
Walking Tall,PG-13
Walking and Talking,R
Walking with Dinosaurs 3D,PG
Wall Street,R
Wall Street: Money Never Sleeps,PG-13
Waltz with Bashir,R
Wanderlust,R
Wanted,R
War,R
War & Peace,TV-14
War Horse,PG-13
War of the Worlds,PG-13
"War, Inc.",R
WarGames,PG
Warcraft,PG-13
Warlock,R
Warlock: The Armageddon,R
Warm Bodies,PG-13
Warrior,PG-13
Warriors of Virtue,PG
Wasabi,R
Watchmen,R
Water,PG-13
Water & Power,Not Rated
Water for Elephants,PG-13
Waterloo,G
Waterworld,PG-13
Wayne's World,PG-13
We Are Marshall,PG
We Are Your Friends,R
We Bought a Zoo,PG
We Have Your Husband,TV-PG
We Need to Talk About Kevin,R
We Own the Night,R
We Were Soldiers,R
We're No Angels,PG-13
We're the Millers,R
Weekend,Not Rated
"Welcome Home, Roscoe Jenkins",PG-13
Welcome to Collinwood,R
Welcome to Mooseport,PG-13
Welcome to the Dollhouse,R
Welcome to the Rileys,R
Wendy and Lucy,R
West Side Story,Unrated
Whale Rider,PG-13
What Dreams May Come,PG-13
What Happens in Vegas,PG-13
What Just Happened,R
What Lies Beneath,PG-13
What Planet Are You From?,R
What Women Want,PG-13
What a Girl Wants,PG
What the #$*! Do We (K)now!?,Unrated
What to Expect When You're Expecting,PG-13
What's Eating Gilbert Grape,PG-13
What's Love Got to Do with It,R
What's Your Number?,R
What's the Worst That Could Happen?,PG-13
Whatever It Takes,PG-13
Whatever Works,PG-13
When Did You Last See Your Father?,PG-13
When Harry Met Sally...,R
When a Stranger Calls,PG-13
When the Cat's Away,R
When the Game Stands Tall,PG
Where the Heart Is,PG-13
Where the Truth Lies,R
Where the Wild Things Are,PG
While We're Young,R
Whip It,PG-13
Whiplash,R
Whipped,R
White Chicks,PG-13
White Fang,PG
White House Down,PG-13
White Noise,PG-13
White Noise 2: The Light,PG-13
White Oleander,PG-13
White Squall,PG-13
Whiteout,R
Who Killed the Electric Car?,PG
Who's Your Caddy?,PG-13
Why Did I Get Married Too?,PG-13
Why Did I Get Married?,PG-13
Wicked Blood,Not Rated
Wicker Park,PG-13
Wild,R
Wild Card,R
Wild Grass,PG
Wild Hogs,PG-13
Wild Target,PG-13
Wild Things,R
Wild Wild West,PG-13
Willard,PG-13
Willy Wonka & the Chocolate Factory,G
Wimbledon,PG-13
Win a Date with Tad Hamilton!,PG-13
Wind Walkers,R
Windtalkers,R
Wing Commander,PG-13
Winged Migration,G
Winnie Mandela,R
Winnie the Pooh,G
Winter Passing,R
Winter in Wartime,R
Winter's Bone,R
Winter's Tale,PG-13
Wish I Was Here,R
Witchboard,R
Without Limits,PG-13
Without Men,R
Without a Paddle,PG-13
Witless Protection,PG-13
Witness,R
Wolf,R
Wolves,R
Woman Thou Art Loosed,R
Woman in Gold,PG-13
Woman on Top,R
Womb,Unrated
Won't Back Down,PG
Wonder Boys,R
Wonderland,R
Woo,R
Woodstock,R
Wordplay,PG
World Trade Center,PG-13
World War Z,PG-13
World's Greatest Dad,R
Wrath of the Titans,PG-13
Wreck-It Ralph,PG
Wristcutters: A Love Story,R
Wrong Turn,R
Wyatt Earp,PG-13
X-Men,PG-13
X-Men 2,PG-13
X-Men Origins: Wolverine,PG-13
X-Men: Apocalypse,PG-13
X-Men: Days of Future Past,PG-13
X-Men: First Class,PG-13
X-Men: The Last Stand,PG-13
Y Tu Mamá También,R
Year One,PG-13
Yeh Jawaani Hai Deewani,Not Rated
Yentl,PG
Yes,R
Yes Man,PG-13
Yesterday Was a Lie,PG
Yoga Hosers,PG-13
Yogi Bear,PG
You Again,PG
You Can Count on Me,R
You Can't Take It with You,Approved
You Don't Mess with the Zohan,PG-13
You Got Served,PG-13
You Got Served: Beat the World,PG-13
You Kill Me,R
You Only Live Twice,Approved
You Will Meet a Tall Dark Stranger,R
You've Got Mail,PG
"You, Me and Dupree",PG-13
Young Adult,R
Young Frankenstein,PG
Young Guns,R
Young Sherlock Holmes,PG-13
Your Highness,R
Your Sister's Sister,R
"Yours, Mine and Ours",Unrated
Youth in Revolt,R
ZMD: Zombies of Mass Destruction,R
Zack and Miri Make a Porno,R
Zambezia,G
Zathura: A Space Adventure,PG
Zero Dark Thirty,R
Zero Effect,R
Zipper,R
Zodiac,R
Zombie Hunter,Not Rated
Zombieland,R
Zookeeper,PG
Zoolander,PG-13
Zoolander 2,PG-13
Zoom,PG
Zulu,R
[Rec],R
[Rec] 2,R
eXistenZ,R
xXx,PG-13
xXx: State of the Union,PG-13
Æon Flux,PG-13
